"Date","Price","Open","High","Low","Vol.","Change %"
"May 10, 2018","13,022.87","12,975.09","13,034.21","12,928.51","74.39M","0.62%"
"May 09, 2018","12,943.06","12,917.82","12,962.52","12,890.38","105.85M","0.24%"
"May 08, 2018","12,912.21","12,924.23","12,933.67","12,855.09","98.54M","-0.28%"
"May 07, 2018","12,948.14","12,827.43","12,961.05","12,813.55","66.80M","1.00%"
"May 04, 2018","12,819.60","12,733.19","12,819.60","12,707.86","102.13M","1.02%"
"May 03, 2018","12,690.15","12,775.66","12,798.16","12,665.33","101.87M","-0.88%"
"May 02, 2018","12,802.25","12,610.78","12,827.54","12,605.38","114.34M","1.51%"
"Apr 30, 2018","12,612.11","12,606.27","12,622.93","12,563.74","99.51M","0.25%"
"Apr 27, 2018","12,580.87","12,572.72","12,627.71","12,518.03","110.47M","0.64%"
"Apr 26, 2018","12,500.47","12,395.90","12,503.22","12,383.95","123.56M","0.63%"
"Apr 25, 2018","12,422.30","12,456.82","12,484.78","12,312.27","111.94M","-1.02%"
"Apr 24, 2018","12,550.82","12,602.41","12,647.16","12,481.30","109.35M","-0.17%"
"Apr 23, 2018","12,572.39","12,538.16","12,588.23","12,466.47","80.57M","0.25%"
"Apr 20, 2018","12,540.50","12,555.96","12,585.37","12,490.77","115.13M","-0.21%"
"Apr 19, 2018","12,567.42","12,595.61","12,595.61","12,534.63","72.85M","-0.19%"
"Apr 18, 2018","12,590.83","12,597.58","12,640.25","12,548.45","85.60M","0.04%"
"Apr 17, 2018","12,585.57","12,443.20","12,614.25","12,417.26","87.99M","1.57%"
"Apr 16, 2018","12,391.41","12,478.99","12,487.04","12,375.63","64.60M","-0.41%"
"Apr 13, 2018","12,442.40","12,461.31","12,523.97","12,411.65","79.07M","0.22%"
"Apr 12, 2018","12,415.01","12,282.39","12,434.24","12,263.70","84.59M","0.98%"
"Apr 11, 2018","12,293.97","12,372.07","12,381.53","12,256.59","101.87M","-0.83%"
"Apr 10, 2018","12,397.32","12,389.90","12,428.90","12,334.95","102.43M","1.11%"
"Apr 09, 2018","12,261.75","12,311.02","12,371.11","12,205.39","79.68M","0.17%"
"Apr 06, 2018","12,241.27","12,242.94","12,290.03","12,202.05","89.70M","-0.52%"
"Apr 05, 2018","12,305.19","12,153.61","12,322.37","12,135.64","112.47M","2.90%"
"Apr 04, 2018","11,957.90","12,000.47","12,011.12","11,792.35","110.62M","-0.37%"
"Apr 03, 2018","12,002.45","11,997.47","12,069.48","11,913.62","98.17M","-0.78%"
"Mar 29, 2018","12,096.73","11,956.34","12,151.31","11,942.28","115.04M","1.31%"
"Mar 28, 2018","11,940.71","11,868.08","11,961.16","11,770.40","116.90M","-0.25%"
"Mar 27, 2018","11,970.83","11,996.35","12,042.78","11,927.91","101.73M","1.56%"
"Mar 26, 2018","11,787.26","11,919.64","11,984.50","11,726.62","102.95M","-0.83%"
"Mar 23, 2018","11,886.31","11,995.51","12,001.78","11,818.70","150.12M","-1.77%"
"Mar 22, 2018","12,100.08","12,187.73","12,267.17","12,009.50","142.71M","-1.70%"
"Mar 21, 2018","12,309.15","12,336.76","12,344.09","12,250.37","112.29M","0.01%"
"Mar 20, 2018","12,307.33","12,261.19","12,320.00","12,191.55","75.16M","0.74%"
"Mar 19, 2018","12,217.02","12,346.51","12,369.77","12,183.79","100.32M","-1.39%"
"Mar 16, 2018","12,389.58","12,345.56","12,454.02","12,337.62","219.42M","0.36%"
"Mar 15, 2018","12,345.56","12,284.14","12,378.39","12,239.96","109.96M","0.88%"
"Mar 14, 2018","12,237.74","12,212.49","12,322.89","12,202.76","107.43M","0.14%"
"Mar 13, 2018","12,221.03","12,425.69","12,459.90","12,162.47","135.97M","-1.59%"
"Mar 12, 2018","12,418.39","12,453.30","12,454.96","12,361.01","141.03M","0.58%"
"Mar 09, 2018","12,346.68","12,331.64","12,407.98","12,284.57","99.08M","-0.07%"
"Mar 08, 2018","12,355.57","12,237.94","12,382.69","12,177.12","100.78M","0.90%"
"Mar 07, 2018","12,245.36","12,060.09","12,275.69","12,020.61","95.79M","1.09%"
"Mar 06, 2018","12,113.87","12,229.29","12,259.58","12,110.34","107.75M","0.19%"
"Mar 05, 2018","12,090.87","11,831.57","12,110.18","11,830.98","113.32M","1.49%"
"Mar 02, 2018","11,913.71","12,051.89","12,081.40","11,877.66","124.21M","-2.27%"
"Mar 01, 2018","12,190.94","12,386.40","12,387.88","12,143.14","117.20M","-1.97%"
"Feb 28, 2018","12,435.85","12,427.46","12,516.92","12,417.96","96.28M","-0.44%"
"Feb 27, 2018","12,490.73","12,573.65","12,577.56","12,436.13","92.64M","-0.29%"
"Feb 26, 2018","12,527.04","12,566.05","12,601.46","12,484.59","80.73M","0.35%"
"Feb 23, 2018","12,483.79","12,491.77","12,513.32","12,431.94","100.96M","0.18%"
"Feb 22, 2018","12,461.91","12,358.82","12,497.71","12,283.70","107.40M","-0.07%"
"Feb 21, 2018","12,470.49","12,457.22","12,474.37","12,372.26","85.96M","-0.14%"
"Feb 20, 2018","12,487.90","12,403.63","12,496.10","12,333.79","89.82M","0.83%"
"Feb 19, 2018","12,385.60","12,495.07","12,505.49","12,361.86","68.99M","-0.53%"
"Feb 16, 2018","12,451.96","12,408.48","12,484.12","12,368.71","107.45M","0.86%"
"Feb 15, 2018","12,346.17","12,425.45","12,479.97","12,275.04","115.40M","0.06%"
"Feb 14, 2018","12,339.16","12,294.85","12,393.71","12,075.21","134.76M","1.17%"
"Feb 13, 2018","12,196.50","12,282.76","12,300.63","12,196.22","97.53M","-0.70%"
"Feb 12, 2018","12,282.77","12,238.63","12,379.16","12,222.34","123.74M","1.45%"
"Feb 09, 2018","12,107.48","12,263.10","12,296.18","12,003.36","181.25M","-1.25%"
"Feb 08, 2018","12,260.29","12,506.18","12,541.32","12,187.45","158.76M","-2.62%"
"Feb 07, 2018","12,590.43","12,478.68","12,651.28","12,414.84","158.22M","1.60%"
"Feb 06, 2018","12,392.66","12,232.86","12,550.16","12,232.86","211.19M","-2.32%"
"Feb 05, 2018","12,687.49","12,687.79","12,752.60","12,622.44","117.46M","-0.76%"
"Feb 02, 2018","12,785.16","12,954.59","12,954.59","12,782.07","145.23M","-1.68%"
"Feb 01, 2018","13,003.90","13,235.15","13,301.41","12,971.78","126.68M","-1.41%"
"Jan 31, 2018","13,189.48","13,210.76","13,268.41","13,159.35","115.31M","-0.06%"
"Jan 30, 2018","13,197.71","13,223.97","13,309.86","13,171.91","118.71M","-0.95%"
"Jan 29, 2018","13,324.48","13,358.90","13,370.02","13,274.84","81.26M","-0.12%"
"Jan 26, 2018","13,340.17","13,297.51","13,348.69","13,268.31","78.17M","0.31%"
"Jan 25, 2018","13,298.36","13,374.38","13,443.36","13,222.47","109.40M","-0.87%"
"Jan 24, 2018","13,414.74","13,572.71","13,576.84","13,414.74","108.64M","-1.07%"
"Jan 23, 2018","13,559.60","13,577.14","13,596.89","13,517.81","100.25M","0.71%"
"Jan 22, 2018","13,463.69","13,435.14","13,470.05","13,410.96","98.24M","0.22%"
"Jan 19, 2018","13,434.45","13,297.74","13,445.47","13,294.81","111.49M","1.15%"
"Jan 18, 2018","13,281.43","13,250.25","13,293.29","13,201.34","92.42M","0.74%"
"Jan 17, 2018","13,183.96","13,200.92","13,251.44","13,137.51","90.87M","-0.47%"
"Jan 16, 2018","13,246.33","13,228.60","13,351.09","13,196.56","88.46M","0.35%"
"Jan 15, 2018","13,200.51","13,244.37","13,250.37","13,173.71","60.13M","-0.34%"
"Jan 12, 2018","13,245.03","13,241.28","13,265.14","13,168.01","90.61M","0.32%"
"Jan 11, 2018","13,202.90","13,281.20","13,298.65","13,151.84","114.00M","-0.59%"
"Jan 10, 2018","13,281.34","13,355.28","13,377.88","13,227.57","124.06M","-0.78%"
"Jan 09, 2018","13,385.59","13,383.26","13,425.02","13,361.22","97.70M","0.13%"
"Jan 08, 2018","13,367.78","13,399.62","13,407.82","13,334.16","97.94M","0.36%"
"Jan 05, 2018","13,319.64","13,219.11","13,332.80","13,219.11","116.04M","1.15%"
"Jan 04, 2018","13,167.89","13,065.98","13,208.35","13,062.67","104.33M","1.46%"
"Jan 03, 2018","12,978.21","12,916.18","13,023.59","12,893.05","87.43M","0.83%"
"Jan 02, 2018","12,871.39","12,897.69","12,924.16","12,745.15","88.71M","-0.36%"
"Dec 29, 2017","12,917.64","12,980.09","12,980.74","12,911.73","43.47M","-0.48%"
"Dec 28, 2017","12,979.94","13,065.46","13,069.40","12,965.28","44.49M","-0.69%"
"Dec 27, 2017","13,070.02","13,070.19","13,128.74","13,020.43","46.06M","-0.02%"
"Dec 22, 2017","13,072.79","13,076.76","13,108.56","13,059.87","54.51M","-0.28%"
"Dec 21, 2017","13,109.74","13,065.79","13,137.71","13,013.63","72.54M","0.31%"
"Dec 20, 2017","13,069.17","13,244.27","13,252.67","13,026.11","82.31M","-1.11%"
"Dec 19, 2017","13,215.79","13,314.73","13,338.91","13,213.19","76.17M","-0.72%"
"Dec 18, 2017","13,312.30","13,211.63","13,331.95","13,206.12","96.56M","1.59%"
"Dec 15, 2017","13,103.56","13,027.84","13,109.13","13,008.07","189.33M","0.27%"
"Dec 14, 2017","13,068.08","13,107.11","13,159.48","13,011.97","125.31M","-0.44%"
"Dec 13, 2017","13,125.64","13,148.52","13,188.07","13,120.40","122.82M","-0.44%"
"Dec 12, 2017","13,183.53","13,131.41","13,183.83","13,079.86","78.86M","0.46%"
"Dec 11, 2017","13,123.65","13,181.85","13,192.42","13,112.82","73.70M","-0.23%"
"Dec 08, 2017","13,153.70","13,146.82","13,240.92","13,136.78","107.30M","0.83%"
"Dec 07, 2017","13,045.15","13,026.30","13,083.08","12,989.00","78.82M","0.36%"
"Dec 06, 2017","12,998.85","12,897.43","13,033.75","12,864.68","87.25M","-0.38%"
"Dec 05, 2017","13,048.54","13,056.82","13,094.38","12,960.59","83.94M","-0.08%"
"Dec 04, 2017","13,058.55","13,038.77","13,117.75","12,974.32","88.47M","1.53%"
"Dec 01, 2017","12,861.49","13,044.15","13,064.29","12,810.13","117.91M","-1.25%"
"Nov 30, 2017","13,023.98","13,060.56","13,177.57","13,023.98","129.91M","-0.29%"
"Nov 29, 2017","13,061.87","13,153.74","13,196.15","13,037.34","96.18M","0.02%"
"Nov 28, 2017","13,059.53","13,008.94","13,071.01","12,966.38","68.16M","0.46%"
"Nov 27, 2017","13,000.20","13,036.74","13,117.76","12,989.37","66.08M","-0.46%"
"Nov 24, 2017","13,059.84","13,023.52","13,160.81","12,981.68","66.01M","0.39%"
"Nov 23, 2017","13,008.55","12,943.49","13,049.08","12,921.15","71.30M","-0.05%"
"Nov 22, 2017","13,015.04","13,171.36","13,191.96","13,008.97","82.77M","-1.16%"
"Nov 21, 2017","13,167.54","13,042.94","13,209.01","13,026.77","103.69M","0.83%"
"Nov 20, 2017","13,058.66","12,932.81","13,085.17","12,926.13","93.19M","0.50%"
"Nov 17, 2017","12,993.73","13,051.71","13,089.72","12,984.67","104.02M","-0.41%"
"Nov 16, 2017","13,047.22","13,024.39","13,071.94","13,008.02","103.04M","0.55%"
"Nov 15, 2017","12,976.37","12,963.09","12,996.12","12,847.88","136.17M","-0.44%"
"Nov 14, 2017","13,033.48","13,101.09","13,139.27","13,000.15","94.22M","-0.31%"
"Nov 13, 2017","13,074.42","13,150.78","13,163.94","12,960.65","105.06M","-0.40%"
"Nov 10, 2017","13,127.47","13,206.35","13,216.97","13,111.65","118.51M","-0.42%"
"Nov 09, 2017","13,182.56","13,378.96","13,402.05","13,175.22","145.30M","-1.49%"
"Nov 08, 2017","13,382.42","13,404.58","13,419.77","13,345.11","106.42M","0.02%"
"Nov 07, 2017","13,379.27","13,517.98","13,525.56","13,369.85","88.96M","-0.66%"
"Nov 06, 2017","13,468.79","13,459.42","13,481.23","13,441.66","92.40M","-0.07%"
"Nov 03, 2017","13,478.86","13,476.53","13,505.01","13,430.22","90.00M","0.28%"
"Nov 02, 2017","13,440.93","13,448.52","13,460.86","13,405.91","96.88M","-0.18%"
"Nov 01, 2017","13,465.51","13,342.44","13,488.59","13,341.30","128.44M","1.78%"
"Oct 30, 2017","13,229.57","13,227.85","13,255.38","13,214.60","73.52M","0.09%"
"Oct 27, 2017","13,217.54","13,186.55","13,249.03","13,186.55","106.97M","0.64%"
"Oct 26, 2017","13,133.28","12,955.43","13,144.65","12,940.83","113.62M","1.39%"
"Oct 25, 2017","12,953.41","12,998.44","13,049.47","12,931.22","95.36M","-0.46%"
"Oct 24, 2017","13,013.19","12,998.66","13,055.65","12,983.38","97.34M","0.08%"
"Oct 23, 2017","13,003.14","13,014.57","13,069.40","12,973.43","61.44M","0.09%"
"Oct 20, 2017","12,991.28","13,057.78","13,063.57","12,956.42","83.57M","0.01%"
"Oct 19, 2017","12,990.10","13,036.28","13,042.62","12,911.58","82.34M","-0.41%"
"Oct 18, 2017","13,043.03","13,012.80","13,094.76","13,003.92","65.71M","0.37%"
"Oct 17, 2017","12,995.06","12,995.84","13,034.42","12,967.35","70.29M","-0.07%"
"Oct 16, 2017","13,003.70","13,017.18","13,026.45","13,000.38","56.35M","0.09%"
"Oct 13, 2017","12,991.87","12,995.08","13,036.74","12,964.35","70.25M","0.07%"
"Oct 12, 2017","12,982.89","12,977.27","13,002.34","12,945.07","76.55M","0.09%"
"Oct 11, 2017","12,970.68","12,965.28","12,976.32","12,925.24","75.12M","0.17%"
"Oct 10, 2017","12,949.25","12,959.72","12,980.45","12,909.28","67.27M","-0.21%"
"Oct 09, 2017","12,976.40","12,975.86","12,996.64","12,943.55","62.76M","0.16%"
"Oct 06, 2017","12,955.94","12,979.34","12,993.53","12,941.15","75.29M","-0.09%"
"Oct 05, 2017","12,968.05","12,950.18","12,969.40","12,933.56","80.96M","-0.02%"
"Oct 04, 2017","12,970.52","12,955.89","12,976.24","12,893.75","118.79M","0.53%"
"Oct 02, 2017","12,902.65","12,866.27","12,902.65","12,849.59","74.92M","0.58%"
"Sep 29, 2017","12,828.86","12,725.87","12,828.86","12,722.38","108.15M","0.98%"
"Sep 28, 2017","12,704.65","12,682.37","12,708.70","12,666.03","87.58M","0.37%"
"Sep 27, 2017","12,657.41","12,630.40","12,685.19","12,625.55","82.22M","0.41%"
"Sep 26, 2017","12,605.20","12,557.44","12,629.93","12,551.87","75.45M","0.08%"
"Sep 25, 2017","12,594.81","12,573.35","12,633.06","12,564.84","81.07M","0.02%"
"Sep 22, 2017","12,592.35","12,569.66","12,646.56","12,568.80","78.84M","-0.06%"
"Sep 21, 2017","12,600.03","12,601.95","12,621.28","12,582.04","103.93M","0.25%"
"Sep 20, 2017","12,569.17","12,550.92","12,593.25","12,518.22","104.83M","0.06%"
"Sep 19, 2017","12,561.79","12,556.46","12,566.20","12,527.90","76.52M","0.02%"
"Sep 18, 2017","12,559.39","12,593.55","12,613.56","12,537.07","60.15M","0.32%"
"Sep 15, 2017","12,518.81","12,525.36","12,561.35","12,506.94","197.94M","-0.17%"
"Sep 14, 2017","12,540.45","12,524.12","12,552.16","12,499.55","85.61M","-0.10%"
"Sep 13, 2017","12,553.57","12,489.25","12,565.85","12,489.25","82.36M","0.23%"
"Sep 12, 2017","12,524.77","12,527.44","12,558.03","12,512.59","87.72M","0.40%"
"Sep 11, 2017","12,475.24","12,381.52","12,481.77","12,381.33","79.20M","1.39%"
"Sep 08, 2017","12,303.98","12,261.81","12,321.61","12,245.33","63.29M","0.06%"
"Sep 07, 2017","12,296.63","12,284.14","12,363.60","12,265.51","96.60M","0.67%"
"Sep 06, 2017","12,214.54","12,071.90","12,260.76","12,066.84","85.60M","0.75%"
"Sep 05, 2017","12,123.71","12,125.42","12,210.25","12,100.26","67.68M","0.18%"
"Sep 04, 2017","12,102.21","12,051.80","12,138.41","12,050.53","45.05M","-0.33%"
"Sep 01, 2017","12,142.64","12,101.15","12,191.23","12,085.31","75.81M","0.72%"
"Aug 31, 2017","12,055.84","12,098.57","12,115.55","12,034.18","80.72M","0.44%"
"Aug 30, 2017","12,002.47","12,026.45","12,040.82","11,989.61","59.03M","0.47%"
"Aug 29, 2017","11,945.88","12,031.12","12,032.32","11,868.84","100.90M","-1.46%"
"Aug 28, 2017","12,123.47","12,105.49","12,173.53","12,064.36","35.88M","-0.37%"
"Aug 25, 2017","12,167.94","12,194.73","12,249.44","12,132.50","59.30M","-0.11%"
"Aug 24, 2017","12,180.83","12,196.18","12,254.75","12,169.54","64.80M","0.05%"
"Aug 23, 2017","12,174.30","12,227.23","12,269.92","12,155.74","65.94M","-0.45%"
"Aug 22, 2017","12,229.34","12,151.76","12,234.79","12,124.15","68.61M","1.35%"
"Aug 21, 2017","12,065.99","12,105.72","12,149.58","12,021.70","72.15M","-0.82%"
"Aug 18, 2017","12,165.19","12,103.51","12,178.09","12,080.74","90.54M","-0.31%"
"Aug 17, 2017","12,203.46","12,236.60","12,290.05","12,184.27","76.45M","-0.49%"
"Aug 16, 2017","12,263.86","12,250.02","12,301.40","12,240.83","66.67M","0.71%"
"Aug 15, 2017","12,177.04","12,208.30","12,234.64","12,156.87","62.18M","0.10%"
"Aug 14, 2017","12,165.12","12,100.17","12,195.43","12,097.00","80.12M","1.26%"
"Aug 11, 2017","12,014.06","11,961.60","12,046.89","11,934.92","93.89M","-0.00%"
"Aug 10, 2017","12,014.30","12,158.69","12,158.92","11,993.73","97.86M","-1.15%"
"Aug 09, 2017","12,154.00","12,191.37","12,227.52","12,100.12","118.23M","-1.12%"
"Aug 08, 2017","12,292.05","12,239.78","12,329.97","12,184.59","71.15M","0.28%"
"Aug 07, 2017","12,257.17","12,305.74","12,336.00","12,225.77","68.06M","-0.33%"
"Aug 04, 2017","12,297.72","12,138.09","12,321.98","12,123.66","98.57M","1.18%"
"Aug 03, 2017","12,154.72","12,130.76","12,184.60","12,099.13","81.42M","-0.22%"
"Aug 02, 2017","12,181.48","12,269.90","12,275.00","12,153.54","88.39M","-0.57%"
"Aug 01, 2017","12,251.29","12,147.89","12,302.38","12,092.06","89.61M","1.10%"
"Jul 31, 2017","12,118.25","12,141.53","12,210.30","12,097.36","89.28M","-0.37%"
"Jul 28, 2017","12,162.70","12,151.38","12,183.77","12,098.57","93.13M","-0.40%"
"Jul 27, 2017","12,212.04","12,230.09","12,293.90","12,176.02","102.84M","-0.76%"
"Jul 26, 2017","12,305.11","12,260.30","12,341.03","12,255.74","81.67M","0.33%"
"Jul 25, 2017","12,264.31","12,228.32","12,301.67","12,211.14","80.62M","0.45%"
"Jul 24, 2017","12,208.95","12,228.63","12,235.85","12,142.01","88.82M","-0.25%"
"Jul 21, 2017","12,240.06","12,424.80","12,464.12","12,190.89","136.83M","-1.66%"
"Jul 20, 2017","12,447.25","12,514.84","12,575.52","12,392.19","107.31M","-0.04%"
"Jul 19, 2017","12,452.05","12,468.06","12,475.17","12,418.67","77.53M","0.17%"
"Jul 18, 2017","12,430.39","12,540.93","12,572.86","12,384.61","89.67M","-1.25%"
"Jul 17, 2017","12,587.16","12,652.37","12,656.13","12,542.96","54.77M","-0.35%"
"Jul 14, 2017","12,631.72","12,642.65","12,662.01","12,577.33","70.41M","-0.08%"
"Jul 13, 2017","12,641.33","12,614.13","12,676.52","12,613.52","81.57M","0.12%"
"Jul 12, 2017","12,626.58","12,469.85","12,648.19","12,468.16","99.76M","1.52%"
"Jul 11, 2017","12,437.02","12,479.67","12,539.18","12,417.85","74.91M","-0.07%"
"Jul 10, 2017","12,445.92","12,464.96","12,482.95","12,406.20","71.50M","0.46%"
"Jul 07, 2017","12,388.68","12,376.19","12,388.68","12,339.91","81.46M","0.06%"
"Jul 06, 2017","12,381.25","12,474.51","12,490.72","12,316.43","115.83M","-0.58%"
"Jul 05, 2017","12,453.68","12,432.41","12,496.82","12,406.69","85.18M","0.13%"
"Jul 04, 2017","12,437.13","12,413.60","12,481.81","12,411.56","66.56M","-0.31%"
"Jul 03, 2017","12,475.31","12,396.34","12,486.29","12,390.73","79.45M","1.22%"
"Jun 30, 2017","12,325.12","12,424.50","12,459.69","12,319.00","107.05M","-0.73%"
"Jun 29, 2017","12,416.19","12,707.48","12,729.18","12,396.13","119.03M","-1.83%"
"Jun 28, 2017","12,647.27","12,586.06","12,671.28","12,536.86","106.79M","-0.19%"
"Jun 27, 2017","12,671.02","12,728.50","12,751.20","12,644.95","110.32M","-0.78%"
"Jun 26, 2017","12,770.83","12,783.89","12,841.31","12,752.75","70.39M","0.29%"
"Jun 23, 2017","12,733.41","12,757.97","12,787.22","12,677.40","78.47M","-0.47%"
"Jun 22, 2017","12,794.00","12,758.66","12,806.02","12,717.29","74.01M","0.15%"
"Jun 21, 2017","12,774.26","12,792.32","12,804.42","12,708.99","72.03M","-0.32%"
"Jun 20, 2017","12,814.79","12,938.04","12,951.54","12,814.76","81.46M","-0.58%"
"Jun 19, 2017","12,888.95","12,849.99","12,912.85","12,833.01","80.35M","1.07%"
"Jun 16, 2017","12,752.73","12,746.05","12,762.35","12,707.59","223.60M","0.48%"
"Jun 15, 2017","12,691.81","12,801.91","12,804.47","12,620.90","123.57M","-0.89%"
"Jun 14, 2017","12,805.95","12,798.26","12,921.17","12,788.70","107.15M","0.32%"
"Jun 13, 2017","12,764.98","12,739.50","12,790.30","12,727.83","76.83M","0.59%"
"Jun 12, 2017","12,690.44","12,760.39","12,782.73","12,666.39","96.94M","-0.98%"
"Jun 09, 2017","12,815.72","12,711.53","12,821.03","12,711.53","93.32M","0.80%"
"Jun 08, 2017","12,713.58","12,688.54","12,740.36","12,684.71","100.52M","0.32%"
"Jun 07, 2017","12,672.49","12,659.97","12,746.42","12,640.52","127.08M","-0.14%"
"Jun 06, 2017","12,690.12","12,768.46","12,788.34","12,679.58","84.16M","-1.04%"
"Jun 02, 2017","12,822.94","12,735.00","12,878.59","12,734.78","91.15M","1.25%"
"Jun 01, 2017","12,664.92","12,623.61","12,677.60","12,621.53","90.29M","0.40%"
"May 31, 2017","12,615.06","12,612.52","12,709.13","12,582.80","140.25M","0.13%"
"May 30, 2017","12,598.68","12,583.82","12,648.10","12,567.22","74.54M","-0.24%"
"May 29, 2017","12,628.95","12,588.80","12,633.37","12,578.58","38.07M","0.21%"
"May 26, 2017","12,602.18","12,604.40","12,611.49","12,529.51","75.56M","-0.15%"
"May 25, 2017","12,621.72","12,693.84","12,697.66","12,543.77","59.48M","-0.17%"
"May 24, 2017","12,642.87","12,631.39","12,662.05","12,617.76","73.73M","-0.13%"
"May 23, 2017","12,659.15","12,597.54","12,703.74","12,593.33","91.03M","0.31%"
"May 22, 2017","12,619.46","12,664.97","12,670.26","12,571.06","75.33M","-0.15%"
"May 19, 2017","12,638.69","12,612.30","12,658.55","12,596.72","121.95M","0.39%"
"May 18, 2017","12,590.06","12,608.19","12,634.26","12,489.95","123.48M","-0.33%"
"May 17, 2017","12,631.61","12,700.12","12,786.89","12,587.45","108.95M","-1.35%"
"May 16, 2017","12,804.53","12,787.69","12,841.66","12,776.02","80.32M","-0.02%"
"May 15, 2017","12,807.04","12,824.05","12,832.29","12,729.49","87.08M","0.29%"
"May 12, 2017","12,770.41","12,728.84","12,771.00","12,714.38","109.48M","0.47%"
"May 11, 2017","12,711.06","12,767.13","12,772.88","12,662.49","103.24M","-0.36%"
"May 10, 2017","12,757.46","12,728.97","12,776.08","12,715.67","108.07M","0.07%"
"May 09, 2017","12,749.12","12,732.74","12,783.23","12,703.96","113.26M","0.43%"
"May 08, 2017","12,694.55","12,758.48","12,762.04","12,659.70","100.74M","-0.18%"
"May 05, 2017","12,716.89","12,601.46","12,718.66","12,591.75","107.71M","0.55%"
"May 04, 2017","12,647.78","12,552.06","12,648.22","12,539.71","105.61M","0.96%"
"May 03, 2017","12,527.84","12,502.36","12,532.25","12,477.87","81.77M","0.16%"
"May 02, 2017","12,507.90","12,478.46","12,511.17","12,433.51","87.90M","0.56%"
"Apr 28, 2017","12,438.01","12,417.89","12,462.11","12,414.10","104.96M","-0.05%"
"Apr 27, 2017","12,443.79","12,440.01","12,478.28","12,426.99","104.31M","-0.23%"
"Apr 26, 2017","12,472.80","12,466.50","12,486.29","12,442.37","90.38M","0.05%"
"Apr 25, 2017","12,467.04","12,457.83","12,482.90","12,439.11","94.32M","0.10%"
"Apr 24, 2017","12,454.98","12,296.56","12,456.18","12,289.37","191.82M","3.37%"
"Apr 21, 2017","12,048.57","12,032.78","12,091.33","12,009.12","109.70M","0.18%"
"Apr 20, 2017","12,027.32","11,968.06","12,050.66","11,941.57","85.38M","0.09%"
"Apr 19, 2017","12,016.45","12,014.03","12,040.23","12,001.86","85.82M","0.13%"
"Apr 18, 2017","12,000.44","12,135.61","12,162.47","11,996.74","89.78M","-0.90%"
"Apr 13, 2017","12,109.00","12,137.57","12,147.70","12,089.94","75.85M","-0.38%"
"Apr 12, 2017","12,154.70","12,174.96","12,242.76","12,123.12","76.48M","0.13%"
"Apr 11, 2017","12,139.35","12,149.40","12,221.43","12,049.93","84.12M","-0.50%"
"Apr 10, 2017","12,200.52","12,244.50","12,246.88","12,178.10","58.53M","-0.20%"
"Apr 07, 2017","12,225.06","12,174.51","12,225.06","12,144.98","74.11M","-0.05%"
"Apr 06, 2017","12,230.89","12,147.37","12,242.50","12,119.04","76.55M","0.11%"
"Apr 05, 2017","12,217.54","12,280.06","12,293.13","12,212.17","86.82M","-0.53%"
"Apr 04, 2017","12,282.34","12,255.72","12,288.78","12,225.38","118.11M","0.21%"
"Apr 03, 2017","12,257.20","12,368.82","12,375.58","12,256.94","88.50M","-0.45%"
"Mar 31, 2017","12,312.87","12,241.57","12,313.29","12,230.17","113.06M","0.46%"
"Mar 30, 2017","12,256.43","12,220.64","12,258.37","12,200.34","88.51M","0.44%"
"Mar 29, 2017","12,203.00","12,195.86","12,233.76","12,180.83","104.38M","0.44%"
"Mar 28, 2017","12,149.42","12,062.69","12,158.72","12,045.17","95.84M","1.28%"
"Mar 27, 2017","11,996.07","11,957.65","11,996.35","11,916.07","88.96M","-0.57%"
"Mar 24, 2017","12,064.27","12,033.27","12,082.67","12,010.33","95.56M","0.20%"
"Mar 23, 2017","12,039.68","11,914.20","12,043.67","11,896.68","87.34M","1.14%"
"Mar 22, 2017","11,904.12","11,870.78","11,934.35","11,850.27","110.18M","-0.48%"
"Mar 21, 2017","11,962.13","12,083.01","12,111.24","11,938.42","134.94M","-0.75%"
"Mar 20, 2017","12,052.90","12,050.81","12,082.31","12,033.24","110.67M","-0.35%"
"Mar 17, 2017","12,095.24","12,039.24","12,117.90","12,018.27","193.23M","0.10%"
"Mar 16, 2017","12,083.18","12,140.30","12,156.44","12,046.07","123.03M","0.61%"
"Mar 15, 2017","12,009.87","12,000.44","12,027.05","11,977.32","104.49M","0.18%"
"Mar 14, 2017","11,988.79","11,987.34","12,002.75","11,930.38","108.40M","-0.01%"
"Mar 13, 2017","11,990.03","11,954.80","12,006.01","11,949.03","78.03M","0.22%"
"Mar 10, 2017","11,963.18","12,018.48","12,067.07","11,936.81","110.64M","-0.13%"
"Mar 09, 2017","11,978.39","11,923.51","12,024.70","11,917.78","106.15M","0.09%"
"Mar 08, 2017","11,967.31","11,922.86","12,017.28","11,922.31","99.11M","0.01%"
"Mar 07, 2017","11,966.14","11,963.76","11,988.87","11,935.33","78.82M","0.06%"
"Mar 06, 2017","11,958.40","11,956.81","11,998.83","11,921.57","99.17M","-0.57%"
"Mar 03, 2017","12,027.36","11,998.06","12,058.21","11,995.40","103.29M","-0.27%"
"Mar 02, 2017","12,059.57","12,052.80","12,082.59","12,041.90","82.10M","-0.06%"
"Mar 01, 2017","12,067.19","11,915.03","12,074.02","11,913.84","109.55M","1.97%"
"Feb 28, 2017","11,834.41","11,847.09","11,853.50","11,780.83","73.50M","0.10%"
"Feb 27, 2017","11,822.67","11,858.14","11,860.82","11,792.51","64.79M","0.16%"
